,Disaster Type,Disaster Number,Incident Type,Title,Incident Begin Date,State ,Declared County/Area,FIPS Code
46858,DR,1421,Fire,WILDFIRES,4/23/2002,CO,El Paso (County),8041
46859,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Fremont (County),8043
46860,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Garfield (County),8045
46861,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Gilpin (County),8047
46862,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Grand (County),8049
46863,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Gunnison (County),8051
46864,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Hinsdale (County),8053
46865,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Huerfano (County),8055
46866,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Jackson (County),8057
46867,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Jefferson (County),8059
46868,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Kiowa (County),8061
46869,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Kit Carson (County),8063
46870,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Lake (County),8065
46871,DR,1421,Fire,WILDFIRES,4/23/2002,CO,La Plata (County),8067
46872,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Larimer (County),8069
46873,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Las Animas (County),8071
46874,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Lincoln (County),8073
46875,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Mesa (County),8077
46876,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Mineral (County),8079
46877,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Moffat (County),8081
46878,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Montezuma (County),8083
46879,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Montrose (County),8085
46880,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Otero (County),8089
46881,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Ouray (County),8091
46882,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Park (County),8093
46883,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Pitkin (County),8097
46884,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Pueblo (County),8101
46885,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Rio Blanco (County),8103
46886,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Rio Grande (County),8105
46887,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Routt (County),8107
46888,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Saguache (County),8109
46889,DR,1421,Fire,WILDFIRES,4/23/2002,CO,San Juan (County),8111
46890,DR,1421,Fire,WILDFIRES,4/23/2002,CO,San Miguel (County),8113
46891,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Summit (County),8117
46892,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Teller (County),8119
46893,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Washington (County),8121
46894,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Weld (County),8123
46895,DR,1421,Fire,WILDFIRES,4/23/2002,CO,Yuma (County),8125
